case_id,exception_signature,root_cause,final_action,human_override_flag,agent_confidence,resolved_by,resolution_time_hours,outcome
EXC_66dac8e8e2,MISSING_REFERENCE_DATA|SG|USD|CP016,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.48,human_reviewer,15.35,RESOLVED
EXC_c009667705,SSI_MISMATCH|EU|JPY|CP021,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.78,agent,4.77,RESOLVED
EXC_1d470b359d,AMBIGUOUS_NOISY|GB|JPY|CP007,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.36,human_reviewer,25.91,RESOLVED
EXC_c173f23855,PRICE_MISMATCH|JP|JPY|CP028,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.76,human_reviewer,1.16,RESOLVED
EXC_7cc7e7aaa6,AMBIGUOUS_NOISY|EU|JPY|CP012,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.52,human_reviewer,21.5,RESOLVED
EXC_685822c4b8,HOLIDAY_SETTLEMENT_ERROR|SG|SGD|CP010,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.79,team_lead,2.88,RESOLVED
EXC_2e1a31f7d1,HOLIDAY_SETTLEMENT_ERROR|US|EUR|CP024,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.78,agent,6.72,RESOLVED
EXC_a206c717c8,MISSING_REFERENCE_DATA|SG|EUR|CP004,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.59,human_reviewer,13.95,RESOLVED
EXC_d698ccabe9,SSI_MISMATCH|GB|SGD|CP004,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.8,agent,15.54,RESOLVED
EXC_99caef114e,MISSING_INSTRUCTION|EU|SGD|CP002,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.85,human_reviewer,8.35,RESOLVED
EXC_7cfe8a568e,SSI_MISMATCH|EU|GBP|CP018,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.78,team_lead,11.82,RESOLVED
EXC_bb2f5bba8b,QUANTITY_MISMATCH|IN|SGD|CP007,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.92,ops_analyst,10.87,RESOLVED
EXC_e8965676a1,AMBIGUOUS_NOISY|EU|EUR|CP002,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.4,human_reviewer,25.71,PENDING_REMEDIATION
EXC_1913a3a1e4,MISSING_REFERENCE_DATA|SG|INR|CP018,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.46,ops_analyst,10.5,RESOLVED
EXC_70569453b2,MISSING_INSTRUCTION|GB|INR|CP020,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.73,ops_analyst,13.33,RESOLVED
EXC_892296a17d,BOOKING_MISMATCH|IN|INR|CP030,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.89,human_reviewer,29.79,RESOLVED
EXC_e369ff167d,WRONG_ACCOUNT|JP|SGD|CP006,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.73,human_reviewer,8.87,RESOLVED
EXC_d0212f39db,PRICE_MISMATCH|IN|INR|CP011,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.78,team_lead,6.98,RESOLVED
EXC_1b8029b625,QUANTITY_MISMATCH|SG|EUR|CP025,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.77,agent,6.17,RESOLVED
EXC_bdd5ad880d,HOLIDAY_SETTLEMENT_ERROR|EU|EUR|CP025,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.73,human_reviewer,4.14,RESOLVED
EXC_8d33ca5535,AMBIGUOUS_NOISY|IN|INR|CP007,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.36,human_reviewer,32.02,RESOLVED
EXC_6f181a3948,BOOKING_MISMATCH|JP|INR|CP008,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.8,human_reviewer,16.56,RESOLVED
EXC_f8424c9da7,WRONG_ACCOUNT|EU|EUR|CP021,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.82,human_reviewer,5.69,RESOLVED
EXC_99f7dec76e,HOLIDAY_SETTLEMENT_ERROR|EU|JPY|CP020,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.93,ops_analyst,11.91,RESOLVED
EXC_a60e785ce2,HOLIDAY_SETTLEMENT_ERROR|JP|JPY|CP029,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,True,0.91,human_reviewer,3.01,RESOLVED
EXC_5652dbc1a4,MISSING_REFERENCE_DATA|IN|JPY|CP028,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.48,team_lead,5.87,RESOLVED
EXC_d4379ba918,HOLIDAY_SETTLEMENT_ERROR|GB|JPY|CP029,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.84,agent,10.46,RESOLVED
EXC_c81c793fdf,AMBIGUOUS_NOISY|EU|JPY|CP007,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.37,human_reviewer,15.72,PENDING_REMEDIATION
EXC_66fc766089,MISSING_REFERENCE_DATA|SG|USD|CP023,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.43,team_lead,12.53,RESOLVED
EXC_4e1f6d09fa,SSI_MISMATCH|SG|EUR|CP010,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.72,ops_analyst,14.23,RESOLVED
EXC_478f1453db,WRONG_ACCOUNT|SG|INR|CP020,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.95,human_reviewer,12.24,RESOLVED
EXC_ed08feef17,PRICE_MISMATCH|US|USD|CP012,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.87,ops_analyst,12.82,RESOLVED
EXC_10a0695495,AMBIGUOUS_NOISY|IN|GBP|CP014,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.44,human_reviewer,22.81,PENDING_REMEDIATION
EXC_a6dbb93085,PRICE_MISMATCH|SG|EUR|CP001,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.91,team_lead,10.68,RESOLVED
EXC_386609bcfe,BOOKING_MISMATCH|SG|JPY|CP005,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.92,human_reviewer,16.17,RESOLVED
EXC_85f3072e0f,MISSING_REFERENCE_DATA|SG|INR|CP013,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.36,agent,4.03,RESOLVED
EXC_fe649b1f97,MISSING_INSTRUCTION|IN|USD|CP015,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.88,agent,9.91,RESOLVED
EXC_9424be4041,HOLIDAY_SETTLEMENT_ERROR|JP|USD|CP011,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.72,agent,10.34,RESOLVED
EXC_b9a8c6063d,MISSING_INSTRUCTION|IN|GBP|CP007,MISSING_SSI,Request missing instructions from counterparty/custodian,True,0.73,human_reviewer,7.4,RESOLVED
EXC_d393026e7f,MISSING_INSTRUCTION|SG|INR|CP006,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.95,ops_analyst,3.16,RESOLVED
EXC_0abf8befff,PRICE_MISMATCH|EU|JPY|CP030,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.88,team_lead,12.89,RESOLVED
EXC_936676e3d9,PRICE_MISMATCH|IN|JPY|CP013,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.83,team_lead,9.33,RESOLVED
EXC_c6cec7b383,BOOKING_MISMATCH|EU|JPY|CP006,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.85,human_reviewer,17.7,RESOLVED
EXC_5df46a6507,PRICE_MISMATCH|JP|EUR|CP019,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,True,0.85,human_reviewer,15.68,RESOLVED
EXC_75c6a0d0a5,COUNTERPARTY_DISCREPANCY|EU|USD|CP004,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.37,team_lead,1.24,RESOLVED
EXC_acc45fef1c,QUANTITY_MISMATCH|JP|EUR|CP022,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.92,ops_analyst,4.55,RESOLVED
EXC_07888abe12,QUANTITY_MISMATCH|IN|INR|CP014,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.85,agent,9.69,RESOLVED
EXC_1e5ce33993,QUANTITY_MISMATCH|EU|INR|CP029,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.88,agent,5.38,RESOLVED
EXC_e05db28f8d,QUANTITY_MISMATCH|JP|USD|CP010,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.78,agent,3.71,RESOLVED
EXC_03da79f8c7,WRONG_ACCOUNT|US|EUR|CP011,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.73,human_reviewer,7.96,RESOLVED
EXC_8eb213b894,QUANTITY_MISMATCH|EU|JPY|CP016,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.82,ops_analyst,14.77,RESOLVED
EXC_60d76446c6,QUANTITY_MISMATCH|EU|GBP|CP011,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.85,ops_analyst,11.28,RESOLVED
EXC_ba6fd4209c,AMBIGUOUS_NOISY|SG|GBP|CP008,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.56,human_reviewer,26.77,RESOLVED
EXC_35dea7775f,HOLIDAY_SETTLEMENT_ERROR|GB|USD|CP009,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.87,ops_analyst,14.69,RESOLVED
EXC_1e8a8ba2b4,AMBIGUOUS_NOISY|US|USD|CP004,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.61,human_reviewer,30.54,RESOLVED
EXC_2faedcb286,MISSING_INSTRUCTION|IN|INR|CP004,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.94,ops_analyst,10.46,RESOLVED
EXC_7aa329bb41,AMBIGUOUS_NOISY|US|SGD|CP016,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.6,human_reviewer,7.11,PENDING_REMEDIATION
EXC_19974aa708,QUANTITY_MISMATCH|SG|USD|CP016,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,True,0.77,human_reviewer,6.06,RESOLVED
EXC_915ca993bd,QUANTITY_MISMATCH|SG|SGD|CP027,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.86,team_lead,3.0,RESOLVED
EXC_bd1c04e270,WRONG_ACCOUNT|GB|USD|CP025,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.87,human_reviewer,1.56,RESOLVED
EXC_6a35d5e135,BOOKING_MISMATCH|SG|JPY|CP006,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.79,human_reviewer,11.81,RESOLVED
EXC_414b654be7,MISSING_INSTRUCTION|GB|SGD|CP026,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.74,team_lead,4.53,RESOLVED
EXC_bc6d4a528e,PRICE_MISMATCH|IN|GBP|CP019,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.81,human_reviewer,7.87,RESOLVED
EXC_ceb07e1365,QUANTITY_MISMATCH|EU|GBP|CP021,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,True,0.93,human_reviewer,8.34,RESOLVED
EXC_f6dd4656c6,BOOKING_MISMATCH|IN|JPY|CP007,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.82,human_reviewer,17.83,RESOLVED
EXC_18d72e5e50,SSI_MISMATCH|SG|USD|CP026,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.83,team_lead,3.08,RESOLVED
EXC_03d63825fc,BOOKING_MISMATCH|EU|SGD|CP006,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.9,human_reviewer,7.64,RESOLVED
EXC_1c6cc85e76,COUNTERPARTY_DISCREPANCY|SG|GBP|CP030,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.59,team_lead,8.55,RESOLVED
EXC_4840b7cd7f,COUNTERPARTY_DISCREPANCY|US|USD|CP009,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.37,agent,3.47,RESOLVED
EXC_4d94a66ba7,QUANTITY_MISMATCH|GB|JPY|CP023,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.8,ops_analyst,10.69,RESOLVED
EXC_62f2af01a4,HOLIDAY_SETTLEMENT_ERROR|IN|SGD|CP016,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.79,human_reviewer,15.6,RESOLVED
EXC_6a964a5af0,MISSING_REFERENCE_DATA|GB|USD|CP006,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.6,ops_analyst,3.34,RESOLVED
EXC_4abccd2d00,MISSING_REFERENCE_DATA|SG|GBP|CP021,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,True,0.52,human_reviewer,9.75,RESOLVED
EXC_09f0e44e75,MISSING_INSTRUCTION|EU|EUR|CP008,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.81,ops_analyst,5.27,RESOLVED
EXC_e0e170be15,SSI_MISMATCH|JP|INR|CP010,SSI_MISMATCH,Validate SSI against active master and resend instruction,True,0.95,human_reviewer,12.34,RESOLVED
EXC_5b21d77ce3,AMBIGUOUS_NOISY|US|JPY|CP003,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.53,human_reviewer,32.78,RESOLVED
EXC_9df6bd0b5e,QUANTITY_MISMATCH|JP|SGD|CP006,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.76,ops_analyst,1.88,RESOLVED
EXC_baf05f2b20,SSI_MISMATCH|SG|EUR|CP015,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.88,ops_analyst,5.52,RESOLVED
EXC_53be0cceec,MISSING_INSTRUCTION|IN|INR|CP004,MISSING_SSI,Request missing instructions from counterparty/custodian,True,0.75,human_reviewer,1.26,RESOLVED
EXC_4e2695cde3,WRONG_ACCOUNT|EU|SGD|CP012,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.82,human_reviewer,12.45,RESOLVED
EXC_2f758099e6,COUNTERPARTY_DISCREPANCY|US|USD|CP004,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,True,0.39,human_reviewer,12.19,RESOLVED
EXC_d39a69bee9,PRICE_MISMATCH|IN|GBP|CP009,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.86,agent,7.59,RESOLVED
EXC_d7ac63c270,WRONG_ACCOUNT|EU|JPY|CP006,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.81,human_reviewer,7.85,RESOLVED
EXC_a28733503d,BOOKING_MISMATCH|EU|SGD|CP024,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.75,human_reviewer,17.84,RESOLVED
EXC_21dd76bffb,SSI_MISMATCH|IN|USD|CP023,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.84,team_lead,3.21,RESOLVED
EXC_56516ed507,COUNTERPARTY_DISCREPANCY|US|GBP|CP004,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.48,ops_analyst,8.57,RESOLVED
EXC_902b1632f9,QUANTITY_MISMATCH|IN|INR|CP026,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.75,team_lead,11.13,RESOLVED
EXC_6a7a85bd7a,AMBIGUOUS_NOISY|IN|EUR|CP016,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.53,human_reviewer,13.43,RESOLVED
EXC_7918130c7b,QUANTITY_MISMATCH|US|SGD|CP019,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.74,human_reviewer,8.33,RESOLVED
EXC_11767b3b2d,PRICE_MISMATCH|JP|INR|CP011,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.86,team_lead,8.97,RESOLVED
EXC_bc1aa40fa1,HOLIDAY_SETTLEMENT_ERROR|EU|USD|CP007,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.77,team_lead,15.43,RESOLVED
EXC_1f471ad344,MISSING_INSTRUCTION|SG|INR|CP009,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.79,human_reviewer,3.41,RESOLVED
EXC_f1467f538f,MISSING_INSTRUCTION|GB|USD|CP013,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.84,agent,1.3,RESOLVED
EXC_8874fd7496,WRONG_ACCOUNT|IN|GBP|CP011,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.8,human_reviewer,9.76,RESOLVED
EXC_19a2ec474a,MISSING_INSTRUCTION|SG|SGD|CP013,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.94,ops_analyst,6.44,RESOLVED
EXC_21a08b3795,COUNTERPARTY_DISCREPANCY|EU|USD|CP027,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.6,ops_analyst,12.35,RESOLVED
EXC_d3cf8fce75,HOLIDAY_SETTLEMENT_ERROR|GB|JPY|CP007,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.73,human_reviewer,1.78,RESOLVED
EXC_2f57834281,SSI_MISMATCH|JP|SGD|CP021,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.77,human_reviewer,7.22,RESOLVED
EXC_e5c773e3f6,QUANTITY_MISMATCH|JP|INR|CP013,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.86,team_lead,1.21,RESOLVED
EXC_1886c417ee,MISSING_INSTRUCTION|JP|SGD|CP025,MISSING_SSI,Request missing instructions from counterparty/custodian,True,0.95,human_reviewer,4.53,RESOLVED
EXC_a740c7263f,HOLIDAY_SETTLEMENT_ERROR|GB|GBP|CP015,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.81,agent,10.1,RESOLVED
EXC_a8e5582b52,WRONG_ACCOUNT|EU|INR|CP001,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.75,human_reviewer,2.75,RESOLVED
EXC_9aae1f4cdb,QUANTITY_MISMATCH|GB|JPY|CP002,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.83,team_lead,3.45,RESOLVED
EXC_0a02ed2a4e,WRONG_ACCOUNT|US|JPY|CP014,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.86,human_reviewer,10.95,RESOLVED
EXC_838edeb5d4,WRONG_ACCOUNT|IN|USD|CP007,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.83,human_reviewer,11.62,RESOLVED
EXC_698c1f8b03,MISSING_REFERENCE_DATA|JP|SGD|CP016,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.56,agent,6.98,RESOLVED
EXC_55e0813102,WRONG_ACCOUNT|GB|EUR|CP028,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.93,human_reviewer,8.15,RESOLVED
EXC_beb2474cd8,COUNTERPARTY_DISCREPANCY|IN|JPY|CP019,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.62,ops_analyst,11.26,RESOLVED
EXC_dc03763d7b,QUANTITY_MISMATCH|GB|INR|CP027,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.76,agent,6.89,RESOLVED
EXC_4a6d0d6598,MISSING_INSTRUCTION|SG|GBP|CP014,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.83,team_lead,11.38,RESOLVED
EXC_e23ad66c3f,SSI_MISMATCH|IN|INR|CP010,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.87,human_reviewer,12.85,RESOLVED
EXC_e0d979e516,COUNTERPARTY_DISCREPANCY|EU|JPY|CP003,COUNTERPARTY_REFERENCE_MISMATCH,Confirm legal entity and refresh counterparty reference data,False,0.58,ops_analyst,12.06,RESOLVED
EXC_097e57ac49,AMBIGUOUS_NOISY|JP|JPY|CP002,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.55,human_reviewer,20.08,RESOLVED
EXC_f64140a9cd,WRONG_ACCOUNT|IN|EUR|CP008,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.88,human_reviewer,2.94,RESOLVED
EXC_e4b319939e,AMBIGUOUS_NOISY|GB|INR|CP007,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.62,human_reviewer,29.55,PENDING_REMEDIATION
EXC_921745f08a,WRONG_ACCOUNT|IN|GBP|CP025,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.93,human_reviewer,14.66,RESOLVED
EXC_bc05faaf5d,SSI_MISMATCH|SG|GBP|CP006,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.88,team_lead,3.27,RESOLVED
EXC_2545965935,BOOKING_MISMATCH|GB|EUR|CP026,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.9,human_reviewer,25.81,RESOLVED
EXC_c3ce8225ee,PRICE_MISMATCH|GB|INR|CP021,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.87,team_lead,10.27,RESOLVED
EXC_a6fc4369ce,BOOKING_MISMATCH|EU|SGD|CP023,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.73,human_reviewer,32.71,RESOLVED
EXC_50f2efdae1,WRONG_ACCOUNT|IN|GBP|CP018,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.83,human_reviewer,15.74,RESOLVED
EXC_6cc51e06fc,SSI_MISMATCH|SG|INR|CP026,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.92,agent,2.23,RESOLVED
EXC_1166d0c323,QUANTITY_MISMATCH|GB|JPY|CP014,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.75,agent,11.57,RESOLVED
EXC_96f76c1605,MISSING_REFERENCE_DATA|GB|JPY|CP023,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,True,0.39,human_reviewer,12.76,RESOLVED
EXC_cee3f12fca,HOLIDAY_SETTLEMENT_ERROR|US|GBP|CP014,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.84,team_lead,7.91,RESOLVED
EXC_0580ff18c4,MISSING_INSTRUCTION|JP|EUR|CP022,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.75,human_reviewer,9.39,RESOLVED
EXC_4960558bb6,PRICE_MISMATCH|IN|INR|CP020,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.84,ops_analyst,15.01,RESOLVED
EXC_749c63ab9c,AMBIGUOUS_NOISY|GB|JPY|CP014,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.44,human_reviewer,18.38,RESOLVED
EXC_37de1fe5d1,MISSING_REFERENCE_DATA|JP|USD|CP009,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.61,human_reviewer,11.13,RESOLVED
EXC_503861e70d,BOOKING_MISMATCH|IN|SGD|CP025,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.88,human_reviewer,11.02,RESOLVED
EXC_a2070a334f,MISSING_INSTRUCTION|JP|GBP|CP002,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.77,ops_analyst,8.57,RESOLVED
EXC_efcf5e0c9d,WRONG_ACCOUNT|SG|GBP|CP029,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.82,human_reviewer,14.43,RESOLVED
EXC_02f8ed0a2c,BOOKING_MISMATCH|JP|JPY|CP023,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.83,human_reviewer,12.65,RESOLVED
EXC_bacda1a2dc,AMBIGUOUS_NOISY|EU|SGD|CP001,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.51,human_reviewer,28.38,PENDING_REMEDIATION
EXC_1e47377ee8,HOLIDAY_SETTLEMENT_ERROR|IN|EUR|CP009,MARKET_HOLIDAY_MISREAD,Roll intended settlement date to next open market day,False,0.88,ops_analyst,8.0,RESOLVED
EXC_cc8a2400b8,WRONG_ACCOUNT|US|SGD|CP017,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.79,human_reviewer,10.39,RESOLVED
EXC_1433e7cdd8,WRONG_ACCOUNT|US|JPY|CP004,WRONG_ACCOUNT,Correct settlement account and obtain approval before rebook,True,0.87,human_reviewer,9.68,RESOLVED
EXC_835a7e9f02,MISSING_REFERENCE_DATA|US|USD|CP003,REFERENCE_DATA_GAP,Backfill missing reference data before settlement processing,False,0.56,team_lead,10.36,RESOLVED
EXC_e97048a329,SSI_MISMATCH|JP|JPY|CP013,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.84,human_reviewer,10.31,RESOLVED
EXC_cbf434128c,AMBIGUOUS_NOISY|GB|USD|CP008,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.52,human_reviewer,12.04,PENDING_REMEDIATION
EXC_7315a8e039,MISSING_INSTRUCTION|GB|SGD|CP011,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.77,ops_analyst,8.21,RESOLVED
EXC_3ad878bb7e,SSI_MISMATCH|SG|JPY|CP026,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.93,ops_analyst,11.78,RESOLVED
EXC_f22f71ef1b,AMBIGUOUS_NOISY|IN|EUR|CP028,AMBIGUOUS_EVIDENCE,Escalate to human review due to conflicting or weak evidence,True,0.4,human_reviewer,17.35,RESOLVED
EXC_3b1c4d63a6,MISSING_INSTRUCTION|IN|JPY|CP011,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.81,ops_analyst,14.24,RESOLVED
EXC_216211dabd,BOOKING_MISMATCH|IN|JPY|CP016,BOOKING_MISMATCH,Reconcile booking details with front office and repair trade,True,0.82,human_reviewer,15.18,RESOLVED
EXC_2a66dbdea9,SSI_MISMATCH|JP|INR|CP029,SSI_MISMATCH,Validate SSI against active master and resend instruction,False,0.8,human_reviewer,6.74,RESOLVED
EXC_fbeacdfa14,QUANTITY_MISMATCH|GB|GBP|CP015,QUANTITY_BREAK,Investigate allocation quantity and amend booking if approved,False,0.9,ops_analyst,12.53,RESOLVED
EXC_7ff47eedf0,PRICE_MISMATCH|SG|INR|CP007,PRICE_BREAK,Reconfirm price with trading desk and amend booking if required,False,0.84,team_lead,12.79,RESOLVED
EXC_6bc5ed31be,MISSING_INSTRUCTION|JP|GBP|CP024,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.82,ops_analyst,12.68,RESOLVED
EXC_8faba11f56,MISSING_INSTRUCTION|IN|USD|CP011,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.79,human_reviewer,3.57,RESOLVED
EXC_9d5eddb241,MISSING_INSTRUCTION|SG|INR|CP002,MISSING_SSI,Request missing instructions from counterparty/custodian,False,0.82,team_lead,12.15,RESOLVED
