trade_id,settlement_status,instruction_status,ssi_id,custodian,depository,fail_reason_code,actual_settlement_date,intended_settlement_date
TRD000221,ON_HOLD,PENDING_ENRICHMENT,,BNY Mellon,JASDEC,REFERENCE_DATA_GAP,2026-08-10,2026-08-10
TRD000222,FAILED,MISSING,,HSBC Custody,CDSL,MISSING_INSTRUCTION,2026-01-05,2026-01-05
TRD000223,FAILED,MISMATCH,SSI_BAD_5c4426d618,HSBC Custody,CDSL,SSI_MISMATCH,2026-02-09,2026-02-09
TRD000224,ON_HOLD,MISMATCH,,Citi Custody,NSDL,COUNTERPARTY_MISMATCH,2026-11-09,2026-11-09
TRD000225,FAILED,MATCHED,,Citi Custody,Clearstream,QUANTITY_BREAK,2026-11-09,2026-11-09
TRD000226,FAILED,MISMATCH,SSI_BAD_6738e9aed5,BNY Mellon,JASDEC,SSI_MISMATCH,2026-06-08,2026-06-08
TRD000227,FAILED,MISSING,,BNY Mellon,CDSL,MISSING_INSTRUCTION,2026-06-29,2026-06-29
TRD000228,FAILED,MISMATCH,,BNY Mellon,JASDEC,WRONG_ACCOUNT,2026-06-05,2026-06-05
TRD000229,ON_HOLD,PENDING_CONFIRMATION,SSI_356f4820ff,BNY Mellon,DTC,COUNTERPARTY_MISMATCH,2026-08-25,2026-08-25
TRD000230,FAILED,MATCHED,,BNY Mellon,JASDEC,PRICE_BREAK,2026-06-08,2026-06-08
TRD000231,FAILED,MISMATCH,,JPM Custody,JASDEC,WRONG_ACCOUNT,2026-07-07,2026-07-07
TRD000232,FAILED,MATCHED,,Citi Custody,JASDEC,BOOKING_MISMATCH,2026-08-10,2026-08-10
TRD000233,FAILED,MISMATCH,SSI_BAD_132b1db77b,JPM Custody,NSDL,SSI_MISMATCH,2026-12-07,2026-12-07
TRD000234,ON_HOLD,PENDING_CONFIRMATION,,Citi Custody,CDSL,COUNTERPARTY_MISMATCH,2026-08-17,2026-08-17
TRD000235,FAILED,MATCHED,,State Street,Euroclear,QUANTITY_BREAK,2026-01-27,2026-01-27
TRD000236,FAILED,MISMATCH,SSI_817438b031,JPM Custody,Clearstream,COUNTERPARTY_MISMATCH,2026-09-02,2026-09-02
TRD000237,FAILED,MATCHED,,HSBC Custody,NSDL,QUANTITY_BREAK,2026-03-02,2026-03-02
TRD000238,FAILED,MATCHED,SSI_4f7a059e2c,BNY Mellon,DTC,PRICE_BREAK,2026-11-11,2026-11-11
TRD000239,FAILED,MATCHED,,HSBC Custody,NSDL,MARKET_HOLIDAY,2026-05-04,2026-05-02
TRD000240,FAILED,MISSING,,BNY Mellon,JASDEC,MISSING_INSTRUCTION,2026-10-28,2026-10-28
TRD000241,FAILED,MISSING,,BNY Mellon,Clearstream,MISSING_INSTRUCTION,2026-03-09,2026-03-09
TRD000242,FAILED,MISMATCH,,HSBC Custody,CDSL,WRONG_ACCOUNT,2026-02-16,2026-02-16
TRD000243,FAILED,MISSING,,HSBC Custody,Clearstream,MISSING_INSTRUCTION,2026-04-14,2026-04-14
TRD000244,ON_HOLD,PENDING_CONFIRMATION,,Citi Custody,Clearstream,COUNTERPARTY_MISMATCH,2026-11-20,2026-11-20
TRD000245,FAILED,MATCHED,,State Street,Euroclear,MARKET_HOLIDAY,2026-12-14,2026-12-12
TRD000246,FAILED,MISMATCH,SSI_BAD_115d84d11a,Citi Custody,Clearstream,SSI_MISMATCH,2026-03-02,2026-03-02
TRD000247,FAILED,MATCHED,,BNY Mellon,DTC,QUANTITY_BREAK,2026-04-01,2026-04-01
TRD000248,FAILED,MISSING,,BNY Mellon,CDSL,MISSING_INSTRUCTION,2026-08-04,2026-08-04
TRD000249,FAILED,MATCHED,,HSBC Custody,Clearstream,MARKET_HOLIDAY,2026-09-28,2026-09-27
TRD000250,FAILED,MISMATCH,,HSBC Custody,NSDL,WRONG_ACCOUNT,2026-10-13,2026-10-13
TRD000251,FAILED,MATCHED,,Citi Custody,Euroclear,QUANTITY_BREAK,2026-05-26,2026-05-26
TRD000252,FAILED,MISMATCH,,State Street,Euroclear,WRONG_ACCOUNT,2026-01-15,2026-01-15
TRD000253,FAILED,MISMATCH,,State Street,NSDL,WRONG_ACCOUNT,2026-09-25,2026-09-25
TRD000254,ON_HOLD,PENDING_ENRICHMENT,,State Street,JASDEC,REFERENCE_DATA_GAP,2026-05-20,2026-05-20
TRD000255,FAILED,MISMATCH,,HSBC Custody,Euroclear,WRONG_ACCOUNT,2026-07-27,2026-07-27
TRD000256,ON_HOLD,PENDING_CONFIRMATION,,BNY Mellon,JASDEC,COUNTERPARTY_MISMATCH,2026-02-25,2026-02-25
TRD000257,FAILED,MATCHED,,HSBC Custody,Clearstream,QUANTITY_BREAK,2026-07-10,2026-07-10
TRD000258,FAILED,MISSING,,HSBC Custody,Clearstream,MISSING_INSTRUCTION,2026-06-19,2026-06-19
TRD000259,FAILED,MISMATCH,SSI_BAD_c4b4c2685c,State Street,JASDEC,SSI_MISMATCH,2026-06-23,2026-06-23
TRD000260,ON_HOLD,PENDING_CONFIRMATION,,HSBC Custody,Euroclear,COUNTERPARTY_MISMATCH,2026-03-16,2026-03-16
TRD000261,FAILED,MISSING,,HSBC Custody,JASDEC,COUNTERPARTY_MISMATCH,2026-08-17,2026-08-17
TRD000262,FAILED,MISMATCH,,JPM Custody,NSDL,WRONG_ACCOUNT,2026-10-22,2026-10-22
TRD000263,FAILED,PENDING_CONFIRMATION,,JPM Custody,CDSL,WRONG_ACCOUNT,2026-08-04,2026-08-04
TRD000264,FAILED,MISMATCH,,HSBC Custody,CDSL,WRONG_ACCOUNT,2026-03-30,2026-03-30
TRD000265,FAILED,MISMATCH,SSI_BAD_218b29dcb7,Citi Custody,DTC,SSI_MISMATCH,2026-12-15,2026-12-15
TRD000266,FAILED,MATCHED,,State Street,DTC,BOOKING_MISMATCH,2026-07-14,2026-07-14
TRD000267,FAILED,MATCHED,,JPM Custody,DTC,PRICE_BREAK,2026-01-21,2026-01-21
TRD000268,FAILED,MATCHED,,HSBC Custody,Clearstream,BOOKING_MISMATCH,2026-07-27,2026-07-27
TRD000269,FAILED,MISMATCH,,State Street,JASDEC,WRONG_ACCOUNT,2026-04-27,2026-04-27
TRD000270,FAILED,MISMATCH,SSI_BAD_fcd3ac4a61,HSBC Custody,JASDEC,SSI_MISMATCH,2026-10-23,2026-10-23
TRD000271,FAILED,MATCHED,,Citi Custody,NSDL,QUANTITY_BREAK,2026-04-15,2026-04-15
TRD000272,ON_HOLD,PENDING_ENRICHMENT,,HSBC Custody,Clearstream,REFERENCE_DATA_GAP,2026-08-03,2026-08-03
TRD000273,FAILED,MATCHED,SSI_63742fe036,BNY Mellon,CDSL,MARKET_HOLIDAY,2026-03-16,2026-03-14
TRD000274,FAILED,MISSING,,Citi Custody,JASDEC,MISSING_INSTRUCTION,2026-12-11,2026-12-11
TRD000275,FAILED,MATCHED,SSI_f02bf13058,HSBC Custody,Euroclear,PRICE_BREAK,2026-01-19,2026-01-19
TRD000276,FAILED,MISMATCH,,JPM Custody,NSDL,COUNTERPARTY_MISMATCH,2026-01-28,2026-01-28
TRD000277,ON_HOLD,PENDING_ENRICHMENT,SSI_cdd620dca4,JPM Custody,Clearstream,REFERENCE_DATA_GAP,2026-01-07,2026-01-07
TRD000278,FAILED,MATCHED,,HSBC Custody,NSDL,BOOKING_MISMATCH,2026-03-10,2026-03-10
TRD000279,FAILED,MISSING,,HSBC Custody,CDSL,MISSING_INSTRUCTION,2026-10-09,2026-10-09
TRD000280,FAILED,MISMATCH,,BNY Mellon,JASDEC,WRONG_ACCOUNT,2026-11-09,2026-11-09
TRD000281,FAILED,MATCHED,,JPM Custody,NSDL,BOOKING_MISMATCH,2026-09-03,2026-09-03
TRD000282,FAILED,MISSING,,JPM Custody,Euroclear,SSI_MISMATCH,2026-12-14,2026-12-14
TRD000283,FAILED,MATCHED,,Citi Custody,JASDEC,MARKET_HOLIDAY,2026-12-14,2026-12-12
TRD000284,FAILED,MISMATCH,,State Street,JASDEC,WRONG_ACCOUNT,2026-04-02,2026-04-02
TRD000285,FAILED,MISMATCH,SSI_6f4330ad2f,JPM Custody,Clearstream,WRONG_ACCOUNT,2026-07-27,2026-07-27
TRD000286,ON_HOLD,PENDING_ENRICHMENT,,State Street,JASDEC,REFERENCE_DATA_GAP,2026-07-13,2026-07-13
TRD000287,FAILED,MISMATCH,SSI_BAD_2081f5dc59,State Street,DTC,SSI_MISMATCH,2026-10-20,2026-10-20
TRD000288,ON_HOLD,PENDING_CONFIRMATION,SSI_7db4efe7b6,Citi Custody,Clearstream,COUNTERPARTY_MISMATCH,2026-01-05,2026-01-05
TRD000289,FAILED,MISSING,,JPM Custody,Euroclear,MISSING_INSTRUCTION,2026-08-24,2026-08-24
TRD000290,FAILED,MISMATCH,SSI_BAD_9a1002877e,JPM Custody,NSDL,SSI_MISMATCH,2026-04-13,2026-04-13
TRD000291,ON_HOLD,MISSING,,BNY Mellon,Clearstream,WRONG_ACCOUNT,2026-03-09,2026-03-09
TRD000292,FAILED,MISSING,,JPM Custody,Euroclear,MISSING_INSTRUCTION,2026-11-09,2026-11-09
TRD000293,FAILED,MATCHED,,HSBC Custody,JASDEC,BOOKING_MISMATCH,2026-03-11,2026-03-11
TRD000294,FAILED,MISMATCH,SSI_BAD_4f64ef8f78,HSBC Custody,NSDL,SSI_MISMATCH,2026-03-27,2026-03-27
TRD000295,FAILED,MATCHED,,State Street,DTC,QUANTITY_BREAK,2026-11-03,2026-11-03
TRD000296,FAILED,MATCHED,,State Street,NSDL,PRICE_BREAK,2026-03-30,2026-03-30
TRD000297,FAILED,MISSING,,HSBC Custody,Euroclear,MISSING_INSTRUCTION,2026-02-12,2026-02-12
TRD000298,FAILED,MISSING,,BNY Mellon,NSDL,MISSING_INSTRUCTION,2026-10-26,2026-10-26
TRD000299,FAILED,MISSING,,State Street,Clearstream,MISSING_INSTRUCTION,2026-08-03,2026-08-03
TRD000300,FAILED,MATCHED,,Citi Custody,Clearstream,BOOKING_MISMATCH,2026-04-10,2026-04-10
TRD000301,ON_HOLD,PENDING_CONFIRMATION,,BNY Mellon,NSDL,COUNTERPARTY_MISMATCH,2026-08-19,2026-08-19
TRD000302,ON_HOLD,PENDING_ENRICHMENT,,State Street,CDSL,REFERENCE_DATA_GAP,2026-05-22,2026-05-22
TRD000303,ON_HOLD,PENDING_ENRICHMENT,,Citi Custody,DTC,REFERENCE_DATA_GAP,2026-12-14,2026-12-14
TRD000304,ON_HOLD,MISMATCH,,HSBC Custody,JASDEC,SSI_MISMATCH,2026-03-03,2026-03-03
TRD000305,FAILED,PENDING_CONFIRMATION,,BNY Mellon,NSDL,SSI_MISMATCH,2026-02-02,2026-02-02
TRD000306,FAILED,MATCHED,,State Street,Euroclear,BOOKING_MISMATCH,2026-11-11,2026-11-11
TRD000307,FAILED,MATCHED,,State Street,CDSL,QUANTITY_BREAK,2026-07-22,2026-07-22
TRD000308,FAILED,MISMATCH,SSI_BAD_25a0a44c67,HSBC Custody,NSDL,SSI_MISMATCH,2026-04-20,2026-04-20
TRD000309,FAILED,MISMATCH,SSI_BAD_3c431c9960,Citi Custody,JASDEC,SSI_MISMATCH,2026-09-02,2026-09-02
TRD000310,FAILED,MATCHED,,HSBC Custody,NSDL,BOOKING_MISMATCH,2026-07-24,2026-07-24
TRD000311,ON_HOLD,MISSING,,BNY Mellon,Clearstream,UNKNOWN,2026-10-26,2026-10-26
TRD000312,ON_HOLD,PENDING_CONFIRMATION,SSI_7c8079f923,HSBC Custody,DTC,COUNTERPARTY_MISMATCH,2026-12-14,2026-12-14
TRD000313,FAILED,MISMATCH,SSI_BAD_0eaadf4f18,HSBC Custody,NSDL,SSI_MISMATCH,2026-12-08,2026-12-08
TRD000314,ON_HOLD,PENDING_ENRICHMENT,,JPM Custody,JASDEC,REFERENCE_DATA_GAP,2026-12-21,2026-12-21
TRD000315,FAILED,MISMATCH,,BNY Mellon,Euroclear,WRONG_ACCOUNT,2026-02-03,2026-02-03
TRD000316,FAILED,MATCHED,,JPM Custody,DTC,MARKET_HOLIDAY,2026-09-21,2026-09-20
TRD000317,FAILED,MATCHED,,Citi Custody,Clearstream,BOOKING_MISMATCH,2026-02-09,2026-02-09
TRD000318,FAILED,MATCHED,,Citi Custody,CDSL,MARKET_HOLIDAY,2026-10-26,2026-10-25
TRD000319,FAILED,MISMATCH,,HSBC Custody,Euroclear,WRONG_ACCOUNT,2026-10-16,2026-10-16
TRD000320,FAILED,MISMATCH,,Citi Custody,JASDEC,WRONG_ACCOUNT,2026-08-04,2026-08-04
TRD000321,FAILED,MATCHED,,JPM Custody,NSDL,BOOKING_MISMATCH,2026-11-05,2026-11-05
TRD000322,ON_HOLD,PENDING_ENRICHMENT,,HSBC Custody,Euroclear,REFERENCE_DATA_GAP,2026-04-24,2026-04-24
TRD000323,ON_HOLD,PENDING_CONFIRMATION,,HSBC Custody,JASDEC,COUNTERPARTY_MISMATCH,2026-04-16,2026-04-16
TRD000324,FAILED,MATCHED,,Citi Custody,Clearstream,QUANTITY_BREAK,2026-04-23,2026-04-23
TRD000325,FAILED,MATCHED,,JPM Custody,Euroclear,PRICE_BREAK,2026-10-28,2026-10-28
TRD000326,ON_HOLD,PENDING_ENRICHMENT,,Citi Custody,Euroclear,REFERENCE_DATA_GAP,2026-02-12,2026-02-12
TRD000327,FAILED,MATCHED,,HSBC Custody,CDSL,BOOKING_MISMATCH,2026-07-09,2026-07-09
TRD000328,ON_HOLD,PENDING_CONFIRMATION,,HSBC Custody,CDSL,SSI_MISMATCH,2026-07-10,2026-07-10
TRD000329,FAILED,MISMATCH,,HSBC Custody,Clearstream,WRONG_ACCOUNT,2026-01-05,2026-01-05
TRD000330,ON_HOLD,PENDING_CONFIRMATION,SSI_33fc0774d2,HSBC Custody,Euroclear,COUNTERPARTY_MISMATCH,2026-09-07,2026-09-07
TRD000331,ON_HOLD,PENDING_ENRICHMENT,,BNY Mellon,Clearstream,REFERENCE_DATA_GAP,2026-04-07,2026-04-07
TRD000332,FAILED,MATCHED,,Citi Custody,DTC,MARKET_HOLIDAY,2026-12-14,2026-12-12
TRD000333,FAILED,MISMATCH,,BNY Mellon,Euroclear,WRONG_ACCOUNT,2026-11-26,2026-11-26
TRD000334,ON_HOLD,PENDING_ENRICHMENT,,State Street,Clearstream,REFERENCE_DATA_GAP,2026-08-06,2026-08-06
TRD000335,FAILED,MATCHED,,State Street,CDSL,BOOKING_MISMATCH,2026-11-17,2026-11-17
TRD000336,FAILED,MATCHED,,JPM Custody,DTC,BOOKING_MISMATCH,2026-10-05,2026-10-05
TRD000337,ON_HOLD,PENDING_ENRICHMENT,,HSBC Custody,DTC,REFERENCE_DATA_GAP,2026-05-11,2026-05-11
TRD000338,ON_HOLD,PENDING_ENRICHMENT,SSI_7e4f2eb8d9,HSBC Custody,Euroclear,REFERENCE_DATA_GAP,2026-02-16,2026-02-16
TRD000339,FAILED,MISSING,,JPM Custody,DTC,MISSING_INSTRUCTION,2026-12-14,2026-12-14
TRD000340,FAILED,MATCHED,,JPM Custody,NSDL,MARKET_HOLIDAY,2026-02-16,2026-02-15
TRD000341,FAILED,MATCHED,,HSBC Custody,Euroclear,MARKET_HOLIDAY,2026-12-07,2026-12-05
TRD000342,ON_HOLD,PENDING_CONFIRMATION,SSI_02c419043f,JPM Custody,CDSL,COUNTERPARTY_MISMATCH,2026-04-03,2026-04-03
TRD000343,FAILED,MISSING,,State Street,DTC,MISSING_INSTRUCTION,2026-04-10,2026-04-10
TRD000344,FAILED,MATCHED,,State Street,DTC,MARKET_HOLIDAY,2026-02-09,2026-02-07
TRD000345,ON_HOLD,PENDING_CONFIRMATION,,HSBC Custody,Clearstream,COUNTERPARTY_MISMATCH,2026-09-14,2026-09-14
TRD000346,ON_HOLD,PENDING_CONFIRMATION,,BNY Mellon,Clearstream,COUNTERPARTY_MISMATCH,2026-04-06,2026-04-06
TRD000347,ON_HOLD,PENDING_CONFIRMATION,,Citi Custody,DTC,COUNTERPARTY_MISMATCH,2026-09-04,2026-09-04
TRD000348,ON_HOLD,MISMATCH,,Citi Custody,NSDL,WRONG_ACCOUNT,2026-06-09,2026-06-09
TRD000349,ON_HOLD,PENDING_CONFIRMATION,SSI_3efd62caf5,BNY Mellon,DTC,COUNTERPARTY_MISMATCH,2026-07-08,2026-07-08
TRD000350,FAILED,MATCHED,,HSBC Custody,JASDEC,QUANTITY_BREAK,2026-04-06,2026-04-06
TRD000351,FAILED,MATCHED,,State Street,Euroclear,MARKET_HOLIDAY,2026-06-08,2026-06-06
TRD000352,ON_HOLD,MISSING,,State Street,Clearstream,COUNTERPARTY_MISMATCH,2026-07-17,2026-07-17
TRD000353,FAILED,MISSING,,JPM Custody,Euroclear,MISSING_INSTRUCTION,2026-02-11,2026-02-11
TRD000354,FAILED,MATCHED,,State Street,Clearstream,BOOKING_MISMATCH,2026-12-08,2026-12-08
TRD000355,FAILED,MATCHED,,HSBC Custody,Euroclear,MARKET_HOLIDAY,2026-11-02,2026-10-31
TRD000356,FAILED,MISMATCH,SSI_BAD_75bee0f22d,State Street,Euroclear,SSI_MISMATCH,2026-12-17,2026-12-17
TRD000357,FAILED,MISMATCH,SSI_BAD_a46c644eb2,HSBC Custody,DTC,SSI_MISMATCH,2026-05-25,2026-05-25
TRD000358,FAILED,MISSING,,HSBC Custody,DTC,MISSING_INSTRUCTION,2026-02-03,2026-02-03
TRD000359,ON_HOLD,PENDING_CONFIRMATION,,State Street,Clearstream,COUNTERPARTY_MISMATCH,2026-02-10,2026-02-10
TRD000360,FAILED,MATCHED,,JPM Custody,Clearstream,QUANTITY_BREAK,2026-11-05,2026-11-05
TRD000361,FAILED,MISSING,,State Street,DTC,MISSING_INSTRUCTION,2026-05-18,2026-05-18
TRD000362,ON_HOLD,PENDING_ENRICHMENT,,Citi Custody,CDSL,REFERENCE_DATA_GAP,2026-07-14,2026-07-14
TRD000363,ON_HOLD,MISMATCH,SSI_731a5bbafb,JPM Custody,Euroclear,UNKNOWN,2026-07-28,2026-07-28
TRD000364,FAILED,MATCHED,SSI_a650065d2d,HSBC Custody,JASDEC,PRICE_BREAK,2026-06-19,2026-06-19
TRD000365,ON_HOLD,PENDING_ENRICHMENT,,JPM Custody,JASDEC,REFERENCE_DATA_GAP,2026-01-05,2026-01-05
TRD000366,FAILED,MISSING,,Citi Custody,JASDEC,MISSING_INSTRUCTION,2026-03-16,2026-03-16
TRD000367,FAILED,MATCHED,,JPM Custody,Clearstream,BOOKING_MISMATCH,2026-06-29,2026-06-29
TRD000368,FAILED,MISMATCH,SSI_BAD_93998b3e13,State Street,DTC,SSI_MISMATCH,2026-09-21,2026-09-21
TRD000369,FAILED,MISMATCH,,State Street,Clearstream,WRONG_ACCOUNT,2026-10-26,2026-10-26
TRD000370,ON_HOLD,PENDING_CONFIRMATION,,BNY Mellon,CDSL,COUNTERPARTY_MISMATCH,2026-07-22,2026-07-22
TRD000371,FAILED,MISMATCH,SSI_BAD_eb304dedd8,BNY Mellon,DTC,SSI_MISMATCH,2026-12-28,2026-12-28
TRD000372,ON_HOLD,PENDING_CONFIRMATION,,State Street,Euroclear,COUNTERPARTY_MISMATCH,2026-03-09,2026-03-09
TRD000373,FAILED,MATCHED,SSI_5cfdfd8282,Citi Custody,NSDL,BOOKING_MISMATCH,2026-02-16,2026-02-16
TRD000374,FAILED,MATCHED,,HSBC Custody,Euroclear,PRICE_BREAK,2026-10-19,2026-10-19
TRD000375,FAILED,MATCHED,,BNY Mellon,JASDEC,QUANTITY_BREAK,2026-12-18,2026-12-18
TRD000376,FAILED,MATCHED,,State Street,NSDL,BOOKING_MISMATCH,2026-10-26,2026-10-26
TRD000377,ON_HOLD,PENDING_ENRICHMENT,,State Street,JASDEC,REFERENCE_DATA_GAP,2026-03-12,2026-03-12
TRD000378,FAILED,MATCHED,,Citi Custody,DTC,BOOKING_MISMATCH,2026-11-25,2026-11-25
TRD000379,FAILED,MATCHED,,Citi Custody,DTC,MARKET_HOLIDAY,2026-04-27,2026-04-26
TRD000380,FAILED,MATCHED,SSI_80684dcb4d,State Street,Clearstream,BOOKING_MISMATCH,2026-08-17,2026-08-17
TRD000381,FAILED,MISSING,,BNY Mellon,CDSL,MISSING_INSTRUCTION,2026-05-26,2026-05-26
TRD000382,FAILED,MISMATCH,,HSBC Custody,Euroclear,WRONG_ACCOUNT,2026-08-10,2026-08-10
TRD000383,FAILED,MATCHED,,State Street,Euroclear,MARKET_HOLIDAY,2026-05-18,2026-05-16
TRD000384,ON_HOLD,PENDING_CONFIRMATION,,Citi Custody,JASDEC,COUNTERPARTY_MISMATCH,2026-11-04,2026-11-04
TRD000385,FAILED,MISMATCH,SSI_BAD_63368f1a4e,Citi Custody,DTC,SSI_MISMATCH,2026-11-13,2026-11-13
TRD000386,FAILED,MATCHED,,JPM Custody,JASDEC,MARKET_HOLIDAY,2026-06-22,2026-06-21
TRD000387,FAILED,MATCHED,SSI_50d5fabde9,State Street,JASDEC,MARKET_HOLIDAY,2026-05-18,2026-05-16
TRD000388,ON_HOLD,MISSING,SSI_09b6135869,JPM Custody,Clearstream,UNKNOWN,2026-04-17,2026-04-17
TRD000389,FAILED,MATCHED,,HSBC Custody,NSDL,QUANTITY_BREAK,2026-04-20,2026-04-20
TRD000390,ON_HOLD,PENDING_CONFIRMATION,,BNY Mellon,CDSL,COUNTERPARTY_MISMATCH,2026-07-27,2026-07-27
TRD000391,FAILED,MISSING,,JPM Custody,Euroclear,MISSING_INSTRUCTION,2026-01-14,2026-01-14
TRD000392,FAILED,MATCHED,,BNY Mellon,NSDL,PRICE_BREAK,2026-05-11,2026-05-11
TRD000393,ON_HOLD,PENDING_ENRICHMENT,,Citi Custody,DTC,REFERENCE_DATA_GAP,2026-08-24,2026-08-24
TRD000394,FAILED,MISSING,,HSBC Custody,DTC,MISSING_INSTRUCTION,2026-07-22,2026-07-22
TRD000395,FAILED,MATCHED,,State Street,Euroclear,BOOKING_MISMATCH,2026-11-30,2026-11-30
TRD000396,FAILED,MISMATCH,SSI_BAD_1088e850ae,BNY Mellon,JASDEC,SSI_MISMATCH,2026-05-13,2026-05-13
TRD000397,FAILED,MATCHED,,Citi Custody,DTC,BOOKING_MISMATCH,2026-07-13,2026-07-13
TRD000398,FAILED,MATCHED,,BNY Mellon,Clearstream,MARKET_HOLIDAY,2026-05-25,2026-05-23
TRD000399,FAILED,MATCHED,SSI_5b1e71a800,Citi Custody,Clearstream,BOOKING_MISMATCH,2026-07-16,2026-07-16
TRD000400,ON_HOLD,MISMATCH,,State Street,DTC,SSI_MISMATCH,2026-06-25,2026-06-25
TRD000401,FAILED,MATCHED,,State Street,Euroclear,PRICE_BREAK,2026-08-24,2026-08-24
TRD000402,FAILED,MISSING,,State Street,Euroclear,MISSING_INSTRUCTION,2026-08-17,2026-08-17
TRD000403,FAILED,MISMATCH,,HSBC Custody,Clearstream,UNKNOWN,2026-12-14,2026-12-14
TRD000404,FAILED,MISSING,,Citi Custody,Euroclear,MISSING_INSTRUCTION,2026-10-20,2026-10-20
TRD000405,FAILED,MATCHED,,BNY Mellon,NSDL,PRICE_BREAK,2026-04-20,2026-04-20
TRD000406,ON_HOLD,PENDING_CONFIRMATION,,State Street,Euroclear,COUNTERPARTY_MISMATCH,2026-01-08,2026-01-08
TRD000407,FAILED,MATCHED,,BNY Mellon,CDSL,QUANTITY_BREAK,2026-04-16,2026-04-16
TRD000408,FAILED,MATCHED,,Citi Custody,DTC,BOOKING_MISMATCH,2026-04-10,2026-04-10
TRD000409,ON_HOLD,PENDING_CONFIRMATION,,State Street,CDSL,SSI_MISMATCH,2026-07-16,2026-07-16
TRD000410,ON_HOLD,PENDING_CONFIRMATION,,Citi Custody,NSDL,COUNTERPARTY_MISMATCH,2026-07-24,2026-07-24
TRD000411,FAILED,MATCHED,,State Street,NSDL,PRICE_BREAK,2026-11-26,2026-11-26
TRD000412,FAILED,MISMATCH,,State Street,JASDEC,WRONG_ACCOUNT,2026-05-25,2026-05-25
TRD000413,FAILED,MISSING,,HSBC Custody,DTC,MISSING_INSTRUCTION,2026-11-30,2026-11-30
TRD000414,ON_HOLD,MISSING,,BNY Mellon,NSDL,WRONG_ACCOUNT,2026-08-10,2026-08-10
TRD000415,FAILED,MATCHED,SSI_b1ba8fdab3,HSBC Custody,NSDL,PRICE_BREAK,2026-10-12,2026-10-12
TRD000416,FAILED,MISSING,,HSBC Custody,Euroclear,MISSING_INSTRUCTION,2026-07-22,2026-07-22
TRD000417,FAILED,MATCHED,,HSBC Custody,Euroclear,QUANTITY_BREAK,2026-01-23,2026-01-23
TRD000418,FAILED,MATCHED,,State Street,CDSL,MARKET_HOLIDAY,2026-12-21,2026-12-20
TRD000419,FAILED,MISSING,,BNY Mellon,DTC,MISSING_INSTRUCTION,2026-06-02,2026-06-02
TRD000420,FAILED,MISMATCH,,HSBC Custody,CDSL,WRONG_ACCOUNT,2026-04-06,2026-04-06
TRD000421,ON_HOLD,PENDING_CONFIRMATION,,Citi Custody,NSDL,COUNTERPARTY_MISMATCH,2026-05-19,2026-05-19
TRD000422,ON_HOLD,PENDING_ENRICHMENT,,HSBC Custody,JASDEC,REFERENCE_DATA_GAP,2026-09-22,2026-09-22
TRD000423,FAILED,MISSING,,HSBC Custody,Euroclear,MISSING_INSTRUCTION,2026-03-09,2026-03-09
TRD000424,FAILED,MISMATCH,SSI_BAD_16ee699ed8,State Street,Clearstream,SSI_MISMATCH,2026-05-22,2026-05-22
TRD000425,FAILED,MATCHED,SSI_fdaae93cfd,HSBC Custody,NSDL,MARKET_HOLIDAY,2026-10-19,2026-10-17
TRD000426,FAILED,MATCHED,SSI_7c7c826b7a,Citi Custody,NSDL,QUANTITY_BREAK,2026-04-20,2026-04-20
TRD000427,ON_HOLD,PENDING_CONFIRMATION,,HSBC Custody,DTC,COUNTERPARTY_MISMATCH,2026-05-26,2026-05-26
TRD000428,FAILED,PENDING_CONFIRMATION,,State Street,JASDEC,SSI_MISMATCH,2026-03-27,2026-03-27
TRD000429,FAILED,MATCHED,,JPM Custody,CDSL,MARKET_HOLIDAY,2026-06-22,2026-06-20
TRD000430,FAILED,MATCHED,,BNY Mellon,NSDL,QUANTITY_BREAK,2026-03-26,2026-03-26
TRD000431,FAILED,MISSING,,Citi Custody,JASDEC,MISSING_INSTRUCTION,2026-10-14,2026-10-14
TRD000432,ON_HOLD,PENDING_CONFIRMATION,,State Street,Clearstream,COUNTERPARTY_MISMATCH,2026-02-02,2026-02-02
TRD000433,FAILED,MATCHED,,BNY Mellon,Euroclear,MARKET_HOLIDAY,2026-03-30,2026-03-29
TRD000434,FAILED,MISMATCH,SSI_BAD_fb0eaeaa22,HSBC Custody,JASDEC,SSI_MISMATCH,2026-03-03,2026-03-03
TRD000435,ON_HOLD,PENDING_ENRICHMENT,,Citi Custody,Euroclear,REFERENCE_DATA_GAP,2026-10-05,2026-10-05
TRD000436,ON_HOLD,PENDING_CONFIRMATION,,JPM Custody,Clearstream,COUNTERPARTY_MISMATCH,2026-07-22,2026-07-22
TRD000437,ON_HOLD,PENDING_ENRICHMENT,,JPM Custody,Euroclear,REFERENCE_DATA_GAP,2026-06-08,2026-06-08
TRD000438,FAILED,MISMATCH,,HSBC Custody,JASDEC,WRONG_ACCOUNT,2026-11-09,2026-11-09
TRD000439,ON_HOLD,PENDING_ENRICHMENT,,State Street,CDSL,REFERENCE_DATA_GAP,2026-12-24,2026-12-24
TRD000440,FAILED,MATCHED,,HSBC Custody,Euroclear,QUANTITY_BREAK,2026-11-23,2026-11-23
TRD000441,FAILED,MATCHED,,JPM Custody,NSDL,PRICE_BREAK,2026-02-04,2026-02-04
